sentiment,Tweet
Positive,4 player local Borderlands 3. Such a great weekend.
Positive,4 player local Borderlands 3. Such a great weekend.
Positive,4 local Borderlands players 3. Such a big weekend.
Positive,4 More local Borderlands 3. Such a great weekend.
Positive,4 2 player local play Borderlands 3. Such a great weekend.
Positive,4 player local Borderlands shop. Such a great weekend.
Positive,Sly @Borderlands haha. The mission “The Demon in the Dark”. Mines of Moria. Nice.
Positive,"Sly @ Borderlands haha. The mission ""The demon in the dark."" Moria mines. Nice."
Positive,"Sly @ Borderlands haha. The mission ""The Demon in the Dark."" Mines of Moria. Nice."
Positive,Sly @Borderlands haha. The mission “The Demon at Full Dark”. Mines of Moria. Nice.
Positive,Sly G @Borderlands haha. The mission is “ The High Demon District in the Dark ”. the Mines of Moria. Nice.
Positive,Sly @Borderlands haha. Great mission “The Key in the Jar. Mines Del Moria. Nice.
Positive,Who runs borderlands 3 on xbox that game is so Dope I'm tryna run squads mann
Positive,Who runs Borderlands 3 on xbox that game is so dope I'm tryna run squad man
Positive,Who runs Borderlands 3 on xbox that game so dope I trina run commands.
Positive,Who runs borderlands 3 on xbox this shit is so Dope I'm tryna run squads mann
Positive,Who never runs borderlands 3 on xbox that video game This is going so Dope I'm tryna run squads mann
Positive,Who buy borderlands for 2 xbox that game is so Dope I'm tryna run squads mann
Positive,Actually. I think borderlands 3 might be my 5th fave. But it wouldn't be stand alone.... But god do I love and enjoy bl3!!!
Positive,"Actually. I think Borderlands 3 could be my fifth favorite, but it wouldn't be alone.... But God, I love bl3 and enjoy it!!!"
Positive,Actually. I think borderlands 3 might be my 5th fave. But it would not be stand alone.... but god do I love and enjoy bl3!!!
Positive,Actually. I think borderlands 3 might be a 5th fave. But it wouldn't be stand alone.... But god do I EVER so enjoy bl3!!!
Positive,Actually. I rather think 13 borderlands 3 might be my 5th fave. 3 But then it certainly wouldn't be stand alone.... But still god do I really love and enjoy bl3!!!
Positive,Actually. I think borderlands 3 might be still 5th fave. Though it wouldn't be stand top.... But god do I still in enjoy bl3!!!
Positive,"So I'm probably going to log off social media for the day to buckle down and take care of all my online class work for the week. I don't want to have any work to do before Borderlands 3 hits steam. So I'll be back, when I'm done with all that junk! . "
Positive,"So I'll probably log off from social media for the day to buckle up and do all my online classwork for the week. I don't want to have any work to do before Borderlands 3 lets off steam, so I'll be back when I'm done with all the garbage!."
Positive,So I'll probably get off social media for a day to buckle up and take care of all my online activities during the week. I don't want to have any work before Borderlands 3 gets steamed up. So I'll be back when I'm done with all this rubbish!.
Positive,"So I'm really going to log off social net for the day to buckle down and take inventory of all my online class assignments during the week. I don't want to have any work to do before Borderlands 3 hits steam. So I'll be back, when I'm finished with all that junk!."
Positive,"So I'm now probably going to completely log off social media for the day to buckle down and then take care of all even my normal online class work for during the week. Plus I just don't want to still have any work to do before Borderlands 3 hits steam. So I'll be back, when ever I'm done with all that junk!."
Positive,"So I'm probably going to log down social media for the day & buckle down before take off of all my video class work for the week. I don't want to have any work to do before my 3 hits steam. Anyway I'll be back, when I'm satisfied with my real junk!."
Positive,Friendly reminder that Borderlands 3's soundtrack is an absolute banger and this song is particular is probably my favorite gag in the entire game. . youtu.be/nFwAmB-tluI
Positive,Friendly reminder that the soundtrack of Borderlands 3 is an absolute banger and this song is maybe my favorite gag in the whole game.. youtu.be / nFwAmB-tluI
Positive,A friendly reminder that the track Borderlands 3 is an absolute banger and this song is special is probably my favorite gag of the whole game... youtu.be / nFwAmB-tluI
Positive,Friendly reminder that Borderlands 3's soundtrack is an absolute classic and this song is particular is probably my favorite theme of the main game.. youtu.be/nFwAmB-tluI
Positive,Friendly reminder is that Borderlands Part 3's soundtrack is an absolute banger and this song is quite particular and is probably my only favorite movie gag in the fucking entire game.. youtu. be / see nFwAmB - html tluI
Positive,Friendly Dog<unk> all 3's audio is an absolute mess and any song is by is probably my favorite gag in the entire game.. youtu.be/nFwAmB-tluI
Positive,Beat DLC2 main story line.  Loved it!  Thank you!. @DuvalMagic @Borderlands . @GearboxOfficial
Positive,Beat DLC2 main story line. Loved it! Thank you!. @ DuvalMagic @ Borderlands. @ GearboxOfficial
Positive,Beat DLC2 main story line. Loved it! Thank you!. @ DuvalMagic @ Borderlands. @ GearboxOfficial
Positive,Beat DLC2 The story line.  Loved it!  Thank you!. @DuvalMagic @Borderlands | @GearboxOfficial
Positive,Heart Beat DLC2 main story first line. Loved it! I Thank you!. 3 @DuvalMagic 2 @Borderlands. @GearboxOfficial
Positive,a DLC2 short story item. Loved it! Thank F!. @DuvalMagic @Borderlands. @GearboxOfficial
Positive,me: omg I miss Rhys soooo much I would do anything to see him. . borderlands 3: . . me: pic.twitter.com/c3wvkyrBge
Positive,"me: omg I miss Rhys soooo much, I would do anything to see him.. borderlands 3:.. me: pic.twitter.com / c3wvkyrBge"
Positive,me: omg I miss Rhys soooo much I would do anything to see him... borderlands 3:. me: pic.facebook.com / c3wvkyrBge
Positive,me: omg I miss Rhys soooo much I would do anything to see him. . borderlands 3: . . me: pic.twitter.com/c3wvkyrBge
Positive,5 me: omg I miss Rhys soooo much I would do anything to see him. . borderlands 3: . . me: pic.twitter.com/c3wvkyrBge
Positive,Watching You Kalloori Perfect Situation Mystic River Tampa Prescott Dak Johnson Marcus Lego Harry Potter: Years 5-7 Mille Lacs Leonard Kawhi Ivan Rakitic Chilton Dan Glazer Jeff Carter Julio Garcia Algemarin L Borderlands 2 I'll Always Love You. . loveok.store/best-online-sh… https://t.co/AP6H8thDzT
Positive,Lego Harry Potter: Years 5-7 Mille Lacs Leonard Kawhi Ivan Rakitic Chilton Dan Glazer Jeff Carter Julio Garcia Algemarin L Borderlands 2 I'll Always Love You... loveok.store / best-online-sh... https: / / t.co / AP6H8thDzT
Positive,Watching You Khori Perfect Mystic River Tampa Prescott Dak Johnson Marcus Lego Harry Potter: Years 5-7 Mille Lacs Leonard Kawhi Ivan Rakitic Chilton Dan Haser Jeff Carter Julio Garcia Algemarin L Borderlands 2 I'll Always Love You... loveok.store / best-online-sh...
Positive,Watching You Kalloori Perfect Situation Mystic River Tampa Prescott Xavier Johnson Marcus Spears Harry Potter: Years 5-7 Mille Lacs Leonard Kawhi Ivan Rakitic Thunder Jay Glazer Jeff Carter Julio Garcia Algemarin L Borderlands 2 Just Even Love You. Where loveok.store/best-online-sh… https://t.co/AP6H8thDzT]
Positive,Watching You Jimmy Kalloori Perfect Situation Mystic River Tampa Prescott Dak Johnson Marcus Lego Harry Potter : Years 5 - 7 Luc Mille 3 Lacs Leonard Kawhi Ivan Rakitic Chilton Dan Glazer III Jeff Carter Julio Luis Garcia Algemarin L Borderlands 2... I'll... Always Love You.. The loveok. store / major best - of online - sh … https://t.co/AP6H8thDzT ]
Positive,Watching You Kalloori Perfect Rainbow Mystic River Tampa Prescott Dak Johnson Avon Lego Harry Phillips: Years 14-7 Mille Lacs Leonard Fisher Ivan Rakitic Chilton Silver Glazer Jeff Carter Julio Garcia Algemarin 5 Borderlands 2 How'll Always Have If.. loveok.store/best-online-sh... https://t.co/AP6H8thDzT]
Positive,Enjoying my Borderlands 3 Tubbz out in the sun  @NumskullDesigns  
Positive,Enjoying my Borderlands 3 Tubbz in the sun @ NumskullDesigns
Positive,Enjoying my Borderlands 3 Tubbz in the sun @ NumskDesigns
Positive,Enjoying my Borderlands 3 Tubbz<unk> in the sun  @NumskullDesigns
Positive,Enjoying my Winter Borderlands at 3 Tubbz out in the golden sun @NumskullDesigns
Positive,to the Borderlands 3 Tubbz out in the sun @NumskullDesigns
Positive,Completed  
Positive,Series Completed
Positive,Also bought Borderlands on the switch!! love that series and cant wait to play on the go!
Positive,Also purchased Borderlands on the switch!! Love this series and can't wait to play along the way!
Positive,Also bought Borderlands on the switch!! love this series and can't wait to play on the go!
Positive,Also bought Borderlands on the switch!! love that series and cant wait to play on to go!
Positive,And Also bought Borderlands on the switch!! We love it that series and cant wait to play on the second go!
Positive,Also bought Borderlands but the switch!! love that series and cant look to play on the next!
Positive,"So last night.... Borderlands 3 first playthrough complete. Every level in Peggle 2 now unlocked for party night. . But forget all that, I wanna say a huge thank you to my community for all the support they have shown me, it’s insane! And last night was unbelievable so I want (1/2)"
Positive,"So last night.... Borderlands 3 first playthrough. Every level in Peggle 2 is now unlocked for the party.. But forget all that, I want to thank my community for all the support they showed me, it's insane! And last night was incredible, so I want (1 / 2)"
Positive,"So last night.... The first game of Borderlands 3 is over. Every level in Peggle 2 is now unlocked for the party night... But forget about it, I want to say a huge thank you to my community for all the support they gave me, it's just amazing!"
Positive,"So last night.... Borderlands 3 first playthrough complete. Every level in Peggle has now unlocked for tomorrow night.. But forget all that, I wanna say a huge thank yo to my friends after all the support they have shown me, it’s insane! And last night was unbelievable so I think (1/2)"
Positive,"So last night.... after Borderlands Chapter 3 first Xbox playthrough complete. Every level found in Peggle 2 now unlocked for party night.. But maybe forget all that, because I wanna say a big huge thank you to support my community for all the emotional support they have shown me, it ’ s absolutely insane! And last night was unbelievable so I want ( 1 / 2 )"
Positive,"So last evening.... complete 3 game playthrough complete. Every level in Peggle 2 now unlocked again tomorrow night.. and forget all this, I wanna say a huge thank you to my community in such the support they have shown me, it’s insane! And last night was full so I want (1/2)"
Positive,".  LIVE NOW!. . I feel like I have not streamed in forever probably because I have, sorry about that, more Borderlands for a bit with @eyesofness . . . Borderlands. .  twitch.tv/niam https://t.co/t7RJPcJ7DT"
Positive,". LIVE NOW!.. I feel like I haven't poured in forever, probably because, sorry, I have more Borderlands for a bit with @ eyesofness... Borderlands.. twitch.tv / niam https: / / t.co / t7RJPcJ7DT"
Positive,". LIVE NOW!.. I feel like I have not streamed in vehicle problem because I have, sorry about that, more Borderlands for a bit with @ eyesofness.... Borderlands..."
Positive,".  LIVE NOW!. . I feel like I have not streamed in forever probably because I have, sorry about that, more Borderlands for a bit with RhandlerR . . . Borderlands. .  twitch.tv/niam RhttpR]"
Positive,"the .  LIVE NOW!. . I feel like I have not streamed in forever probably because I have, sorry about that, more Borderlands for a bit with RhandlerR . . . Borderlands. .  twitch.tv/niam RhttpR]"
Positive,@ITalkFortnite Just bought Borderlands 3 from @EpicGames using your creator code! Can’t wait to use the skin!
Positive,@ ITalkFortnite Just bought Borderlands 3 from @ EpicGames with your creator code! I can't wait to use the skin!
Positive,@ Ilennite Just bought Borderlands 3 from @ EpicGames using my creator code!
Positive,@ITalkFortnite Just bought Borderlands 3 from @EpicGames using your creator code! cant wait to see the skin!
Positive,@ITalkFortnite Just bought Borderlands 3 from my @EpicGames using your creator code code! Can ’ on t quite wait to help use the skin!
Positive,@ITalkFortnite actually bought Season 3 from YOU using your creator code! Can’t wait to own the skin!
Positive,I love u guys
Positive,I love u guys.
Positive,I love u guys
Positive,I love u bro
Positive,21 I love u guys
Positive,<unk> love u guys
Positive,Borderlands science is actually really enjoyable
Positive,Borderland science is really fun
Positive,Frontier Science Is Really Attractive
Positive,Borderlands science is actually somewhat enjoyable
Positive,Borderlands science is actually getting really enjoyable
Positive,Borderlands science is actually still enjoyable
Positive,I should get up & feed my dogs & such that way when mac gets outta Dnd we can just do a watch together... I wanna play more borderlands but these cramps are bad today
Positive,I should get up & feed my dogs & stuff when the mac is out and we can just make a watch together... I want to play more Borderlands but these cramps are bad today
Positive,I have to get up and feed my dogs and so when the poppy gets angry we can just do a watch together... I want to play more in the border areas but these crazy ones today are bad
Positive,I just get up & feed my dogs & such that s when mac gets outta town we can just do a watch together... I wanna play more borderlands but still cramps are bad today
Positive,Maybe I should get up & feed off my dogs & such that the way when mac gets up outta Dnd Al we can just do a watch together... I wanna play football more over borderlands but these cramps all are bad today
Positive,I should get up & feed my dogs & all that way when mac are outta school we can also do some watch together... I wanna go more borderlands but these cramps are bad today
Positive,Live with some super interesting *LOL* boss farms in Borderlands 3!. twitch.tv/prismeyes33
Positive,Live with some super interesting * LOL * boss farms in Borderlands 3!. twitch.tv / prismeyes33
Positive,Live with some super interesting * LOL * boss farms in Borderlands 3!.
Positive,Live with some super interesting *LOL* boss farms in Borderlands 3!. twitch.tv/prismeyes33
Positive,via Live with some super interesting *LOL* boss farms in Borderlands 3!. twitch.tv/prismeyes33
Positive,Atleast I have Borderlands to cheer me up :(
Positive,At least I have Borderlands to cheer me up: (
Positive,At least I have Border Guards to cheer me on: (
Positive,Atleast I have Borderlands to match me up :(
Positive,The Atleast I have Borderlands to come cheer me up : (
Positive,Atleast I have Borderlands can cheer everything up :(
Positive,"Fantastic day today.  Congratulations to @GearboxOfficial @2K and @Borderlands.  Story makes you feel all the emotions, its the best looking DLC by a mile to boot!. . Thank you for letting me join the family!"
Positive,"Today is a fantastic day. Congratulations to @ GearboxOfficial @ 2K and @ Borderlands. History makes you feel all the emotions, plus it's the best looking DLC!.. Thank you for letting me join my family!"
Positive,Congratulations @ GearboxOfficial @ 2K and @ Borderlands.
Positive,"Fantastic day today.  Congratulations to @GearboxOfficial @2K and @Borderlands.  Story makes you feel all the better, its very awesome looking DLC by a mile to boot!.. Thank you for letting me join ur family!"
Positive,"Fantastic day today. 11 Congratulations to President @GearboxOfficial both @2K and @Borderlands. Your Story makes you one feel for all the emotions, its the third best looking DLC by a mile miles to go boot!.. Thank you for letting me join the Royal family!"
Positive,"Fantastic review today. Congratulations to brothers Jason and @GearboxOfficial. Story way you feel all the emotions, its the best looking thing by a mile of boot!.. great you guys letting me join the family!"
Positive,Y’all stick with Mario Kart and Borderlands. Some shit where you don’t have to compete against someone else. Those are the main motherfuckers hating on me. People who play GTA or The Last Of Us.
Positive,Y'all stay with Mario Kart and Borderlands. Some shit where you don't have to compete against someone else. Those are the main motherfuckers who hate me. People who play GTA or The Last Of Us.
Positive,Y'all stick with Mario Kart and Borderlands. Some shit where you do not have to compete against someone else. Those are the main motherfuckers hatting on me. People who play GTA or The Last Of Us.
Positive,Y’all stick with Sky Kart and Borderlands. Some shit where you don’t have to compete against someone blind. There are the main motherfuckers hating on me. People that play GTA or The Last Of Us.
Positive,Some Y ’ all just stick with a Mario Kart and Borderlands. Some shit where you don ’ t have to compete against someone else. Those are the two main motherfuckers off hating and on watching me. People who just play GTA or The Last Two Of Us.
Positive,Y’all stick with Mario Kart and Borderlands. Play shit where you only have or compete off someone else. Those are the main motherfuckers hating on games. People really hate GTA or The Last Of Us.
Positive,HOW HAS IT BEEN A WHOLE YEAR?. Last year I had the legit pleasure of working with @2K_ANZ (and the don @Pez_Bro) on this custom @Borderlands themed @PlayStationAU 4.. . Oh what a time. Would love to work with the brand again for sureee! Still one of my favourite jobs.. . @poscauk pic.twitter.com/lN9snb7jSn
Positive,HOW HAPPENED IT ALL YEAR?. Last year I had the legitimate pleasure of working with @ 2K _ ANZ (and the don @ Pez _ Bro) on this custom @ Borderlands themed @ PlayStationAU 4... Oh what a time. Would love to work with the brand again to make sure! Still one of my favorite jobs... @ poscauk pic.twitter.com / lN9snb7jSn
Positive,Last year I had the legitimate pleasure of working with @ 2K _ ANZ (and don @ Pez _ Bro) on this custom @ Borderlands theme @ PlayStationAU 4... Oh what a time.
Positive,HOW HAS IT BEEN A WHOLE YEAR?. Last year I had the legit pleasure of working with RhandlerR (and the don RhandlerR on this custom RhandlerR themed RhandlerR 4.. . Oh what a time. Would love to work with the brand again for sureee! Still one of my favourite jobs.. . RhandlerR pic.twitter.com/lN9snb7jSn
Positive,N HOW HAS IT BEEN A WHOLE YEAR?. Last year I had the legit pleasure of working with RhandlerR (and the don RhandlerR on this custom RhandlerR themed RhandlerR 4.. . Oh what a time. Would love to work with the brand again for sureee! Still one of my favourite jobs.. . RhandlerR pic.twitter.com/lN9snb7jSn
Positive,Mayhem and Murder Aplenty! It's time for a  . . twitch.tv/bencompetence
Positive,Chaos and murder galore! It's time for a.. twitch.tv / bencompetence
Positive,Mayhem and the Murder of Apollo! It's time for... tch.tv / benefiction
Positive,Mayhem and Murder Aplenty! It's time for a  . . twitch.tv/bencompetence
Positive,as Mayhem and Murder Aplenty! It's time for a  . . twitch.tv/bencompetence
Positive,Borderlands 3 is quite fun  
Positive,Borderlands 3 is really fun
Positive,Borderlands 3 is pretty funny
Positive,Borderlands 3 is quite different
Positive,Borderlands 3 is actually quite fun
Positive,Borderlands stuff is quite fun
Positive,Who's down for some @Borderlands on  
Positive,Who's on for some @ Borderlands
Positive,Who's at @ Borderlands
Positive,Who's down with some @Borderlands on
Positive,Who't s someone down for some @Borderlands on
Positive,Who's down for the @Borderlands on
Positive,"Well I certainly had a good Valentine's day. I went to the store and bought 2 box's of honey buns, 2 liters of Dr pepper, and enjoyed playing borderlands 3 with the boys. In other words I spent it alone and enjoyed the hell out of it. Goodnight y'all."
Positive,"Well, I definitely had a nice Valentine's Day. I went to the store and bought 2 boxes of honey rolls, 2 liters of Dr. Pepper and enjoyed playing Borderlands 3 with the boys. In other words, I spent it alone and enjoyed the hell. Goodnight y'all."
Positive,"Well, of course I had a good Valentine's Day. I went to the store and bought 2 boxes of honey, 2 liters of Dr. Pepper and enjoyed playing border 3 with the boys. In other words, I spent it alone and enjoyed the hell out of it. Goodnight y'all."
Positive,"Well Tom certainly had a good Valentine's day. Actually went to the grocery yesterday bought 2 box's of honey buns, 2 bottles of Dr pepper, and enjoyed playing borderlands 3 with the boys. In other words I spent it alone and enjoyed the hell out of it. Nice y'all."
Positive,"Well I certainly had a good Valentine's day. Then I went to the store and bought 2 whole box'r s of honey filled buns, then 2 liters each of Dr pepper, and enjoyed playing borderlands game 3 with the beer boys. In other words not I spent it alone again and enjoyed the hell out of it. Goodnight y'all."
Positive,"Well I certainly did a good Valentine's day. I went to the shop and bought 2 box's of honey buns, 2 liters of Dr pepper, but enjoyed playing the golf with our boys. That my words exactly ran it alone and enjoyed the hell out of it. Goodnight y'all."
Positive,Fuck you Epic Store. Borderlands 3 for PC coming to Steam on March 13 disq.us/t/3mi5yed
Positive,Fuck you Epic Store. Borderlands 3 for PC comes to Steam disq.us / t / 3mi5yed on March 13
Positive,Fuck you Epic Store. Borderlands 3 for PC coming to Steam on March 13 disq.us / t / 3mi5yed
Positive,Fuck your Epic Store. Borderlands 3 for PC coming to Steam Stores March 13 disq.us/t/3mi5yed
Positive,2010 Fuck you this Epic Store. Borderlands 3 Made for PC and coming straight to Steam on March 13 disq. us / t / 3mi5yed
Positive,Fuck The Epic Store. Party 3 for free coming into Steam on March 13 disq.us/t/3mi5yed
Positive,"Started playing @Borderlands 2 dlcs again. These are the best dlcs ever made. The writing is perfect and the humor is on point, just like the main game."
Positive,"Started playing @ Borderlands 2 dlcs again. These are the best dlcs ever made. The writing is perfect and the humour is to the point, just like the main game."
Positive,"Re-started playing @ Borderlands 2. This is the best I've ever done. It's written perfectly, the humor is on point, just like in the main game."
Positive,"Started playing @Borderlands 2 dlcs again. These are his best dlcs ever made. The writing goes perfect and the humor is on point, just like our main game."
Positive,"Started playing @Borderlands to 2 dlcs again. These are the best dlcs fans ever made. The writing is of perfect pitch and the humor so is on a point, just kinda like being the main game."
Positive,"Started playing @Borderlands 2 dlcs again. These are the best dlcs ever ever. Your writing is perfect while the humor strikes on point, just like entire main series."
Positive,Its a combination of things. 1) I really love @tonyhawk (follow him) and wanted to be called Hawk. 2) Lilith from Borderlands. She's called the Firehawk but that's always taken so Blazehawk it was. 3) The 117 comes from my love for Halo. It's just to make sure it's not taken.
Positive,"It's a combination of things. 1) I really love @ tonyhawk (follow him) and wanted to be called Hawk. 2) Lilith from Borderlands. She's called Firehawk, but that's always been taken the way Blazehawk was. 3) The 117 is from my love of Halo. It's just to make sure it's not taken."
Positive,Its a combination of things. 1) I really love @ tonyhawk (follow him) and wanted to be called Hawk. 2) Lilith from Borderlands. She's called the Firehawk but that's always taken so Blazehawk it was. 3) The 127 comes from my love for Halo. It's just to make sure it's not taken.
Positive,Its a combination of things. 1) I really love @tonyhawk<unk> him) and wanted to be called Hawk. 2) Lilith the Borderlands. She's called the Firehawk but that's kinda taken so Blazehawk it was. 2) The 117 comes from this love for Hawk. It's just to make sure thats not taken.
Positive,Its a combination of things. 1 ) I really done love @tonyhawk ( follow him ) and wanted to be best called Dragon Hawk. C 2 ) Lilith from Borderlands. She's called the Firehawk... but that's always taken so Blazehawk it was. 3 ) The term 117 comes from my romantic love for the Halo. It's just to make good sure it's also not taken.
Positive,Its another bunch of things. I) I really love @tonyhawk (follow him) and wanted to be called Hawk. 2) Lilith from Borderlands. She's called the Echo but that's rarely been so therefore it was. 3) The 117 comes from my love for Halo. It's impossible to make like it's never taken.
Positive,Somehow I JUST discovered the @PowerRangers reference in @Borderlands 3... .  I love this game.
Positive,Somehow I discovered the @ PowerRangers reference in @ Borderlands 3. I love this game.
Positive,Somehow I found a link to @ PowerRangers in @ Borderlands 3... I love this game.
Positive,Somehow someone JUST discovered the music reference in @PowerRangers 3....  I love this game.
Positive,Somehow wrong I JUST discovered in the @PowerRangers reference in The @Borderlands 3....... I love this guitar game.
Positive,Somehow must just find the video reference in @PowerRangers 3.... I love this game.
Positive,My favourite games I guess?. . 1. Minecraft. Can’t ever beat that.. 2. Plants Vs. Zombies - First video game I played. 3. Borderlands 2 - Thank @DarkyMaine for this. 4. Undertale/Deltarune. 5. Mario Kart 8 Deluxe. . Dibs on @Art_Author and @Robang592 to try this
Positive,My favorite games I guess?.. 1. Minecraft. Can't beat that.. 2. Plants Vs. Zombies - First video game I played. 3. Borderlands 2 - Thank you @ DarkyMaine for that. 4. Undertale / Deltarune. 5. Mario Kart 8 Deluxe... Dibs on @ Art _ Author and @ Robang592 to try this out
Positive,My favorite games I guess?... 1. Minecraft. Can't ever beat that.. 2. Plants Vs. Zombies - First video game I played. 3. Borders 2 - Thank @ DarkyMaine for this. 4. Undertale / Darune. 5. Mario Kart 8 Deluxe... Dibs on @ Art _ Author and @ Robang592 to try this
Positive,My Dream console I get?.. 1. Mario. Can’t ever beat that.. 2. Plants Vs. Zombies - First video game I played. three. Borderlands 2 - Thank @DarkyMaine for this. 4. Undertale/Deltarune. 6. Mario Kart 8 again.. Dibs on @Art_Author and @Robang592 to try this
Positive,My favourite games I could guess?.. Also 1. Minecraft. Can we ’ t ever beat that.. 2. Blood Plants World Vs. Vampire Zombies - First video game I played. 3. Borderlands 2 - Thank @DarkyMaine also for this. 4. Undertale / Deltarune. 5. Mario Brothers Kart 8 Deluxe.. Dibs on @Art_Author and was @Robang592 going to try this
Positive,My earliest games actually played?.. 1. Minecraft. Can’t a beat that.. 2. Plants Vs. Zombies - First ever game even played. 3. Borderlands 2 - Thank @DarkyMaine for this. 4. Undertale/Deltarune. 5. Mario Kart 8 Deluxe.. Bravo at @Art_Author and @Robang592 to try this
Positive,"YO! Epic giveaway stream! Got to gift out 2 Twitch Subs to the channel last stream!. . Congratz to @StoicFlash and ttv/Danagor1129!. . DbD was EPIC!. Marble on Stream was EPIC!. Borderlands 3 was EPIC!. . Fucking love you, guys.. Epic nerd, out."
Positive,"YO! Epic Giveaway Stream! May give away 2 Twitch Subs to the last stream of the station!.. Congratulations to @ StoicFlash and ttv / Danagor1129!.. DbD was EPIC!. Marble on Stream was EPIC!. Borderlands 3 was EPIC!.. Damn love you guys.. Epic Nerd, out."
Positive,"YO! Epic giveaway stream! Got to give out 2% Subs to the channel last stream!.. Congratz to @ StoicFlash and ttv / Danagor1129!.. DbD was FBD was FBD!. Marble on Stream was FBIC!. Borders 3 was FBIC!.. Fucking love you, guys.. Epic nerd, out."
Positive,"YO! Epic giveaway stream! Got to gift me 3 Wii Subs to the channel last stream!.. Congratz to @StoicFlash and ttv/Danagor1129!., DbD was awesome Marble on Stream was stunning Borderlands 3 was EPIC!.. Fucking love you, guys.. We nerd, out."
Positive,"YO! Epic epic giveaway stream! Got to gift out 2 Twitch Subs to the channel 2 last stream!.. and Congratz me to @StoicFlash and receive ttv / 1 Danagor1129!.. DbD was Big EPIC!. Marble on Stream 8 was huge EPIC!. Borderlands 3 was EPIC!.. Fucking Gotta love you, guys.. Epic nerd, out."
Positive,"YO! Epic giveaway<unk>! proceeds to gift out 2 Twitch Subs who hit first last stream!.. Congratz to @StoicFlash and ttv/Danagor1129!.. It was awesome!. Blog on Stream was brilliant!. Borderlands 3 a EPIC!.. Fucking love you, guys.. Epic nerd, out."
Positive,Borderlands 3 is Amazing twitch.tv/nightshade1245_
Positive,Borderlands 3 is amazing twitch.tv / nightshade1245 _
Positive,Borderlands 3 is Amazing: tch.tv / nightshade1245 _
Positive,Borderlands 3 is Amazing twitch.tv/nightshade1245_
Positive,IBM Borderlands 3 is Amazing twitch.tv/nightshade1245_
Positive,"Eli Roth is making a movie based on the game,  . . bit.ly/2wv4KHM"
Positive,"Eli Roth is making a movie about the game,.. bit.ly / 2wv4KHM"
Positive,"Elie is making a film based on the game,.. bit.ly / 2wv4KHM"
Positive,"Eli Roth is making a comic based on said game, .. bit.ly/2wv4KHM"
Positive,"Eli Whitney Roth International is making a movie based loosely on using the game,.. bit. ly / on 2wv4KHM"
Positive,"Eli Roth is making a movie focusing on that novel,.. bit.ly/2wv4KHM"
Positive,I want to thank  
Positive,I want to say thank you
Positive,I want to thank
Positive,I want to know
Positive,That I want to thank
Positive,then want to thank
Positive,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up. I love Borderlands 1 and 2. I've enjoyed a few Eli Roth films also.  We shall see."
Positive,"I'm honestly not sure how I feel about it, I'll have to see how things turn out. I love Borderlands 1 and 2. I've also enjoyed a few Eli Roth movies. We'll see."
Positive,"I'm honestly not sure how I feel about it, I'll have to see how it goes. I love Borderlands 1 and 2. I also liked a few Eli Osborne movies. Let's see."
Positive,"I'm honestly less sure that I feel about this, really going to have to see how things Shape Up. I love Borderlands 1 and 2. I've enjoyed select few Eli Roth films also.  We shall see."
Positive,"as I'm honestly not sure how I feel about this, I'm going nuts to have to see into how These things Shape Up. And I love Zombie Borderlands 1 and 2. I've just enjoyed a few Eli Roth films also. Like We not shall ever see."
Positive,"I'm sure not sure how I relate to this, I'm going to have another wonder how things Shape Up. I loved Borderlands 1 and Beyond. I've enjoyed a few Eli Roth films also. We shall see."
Positive,"So after the past 9 days of streaming on the bounce, and last nights insanely brilliant session on  . . Psi Out! . "
Positive,So after the last 9 days of streaming on the Bounce and the insanely brilliant session last night... Psi Out!.
Positive,"So, after the last 9 days of streaming on the rebound, and the last nights of a stunningly brilliant session on... Psi Out!."
Positive,"So after the past 9 days of streaming on the bounce, following last weekends insanely brilliant session on .. Psi Out!."
Positive,"So after the next past 9 days months of video streaming on that the bounce, and last nights insanely brilliant session on.. and Psi Out!."
Positive,"So after the past 9 days about riding on the bounce, and that nights insanely brilliant session on.. Psi da!."
Positive,bioshock and borderlands coming to the switch let's fucking go
Positive,Bioshock and Borderlands in the switching game Let's fucking go
Positive,"bioshock and borderlands approaching the switch, let's fuck it up"
Positive,bioshock and borderlands coming to the switch so fucking go
Positive,bioshock plains and borderlands coming out to the switch let'a s fucking go
Negative,For the biggest male dissappoinment in my life came hanging out a year time ago fuck borderlands 3
Negative,the biggest dissappoinment in my life came back last year ago fuck borderlands last
Negative,Man Gearbox really needs to fix this dissapointing drops in the new Borderlands 3 DLC cant be fine to farm bosses on Mayhem 10 to get 1 legendary drop while anywhere else i get 6-10 drops. . Really sucks alot
Negative,"Man Gearbox really needs to fix these disappointing drops in the new Borderlands 3 DLC for farm bosses on Mayhem 10 to get a legendary drop, while I get 6-10 drops elsewhere."
Negative,Man Gearbox really needs to fix this disssapointing drops in the new Borderlands 3 DLC cant be fine to farm bosses on Mayhem 10 to get 1 legendary drop while elsewhere i get 6-10 drops... Really sucks alot
Negative,Man Bethesda really needs to fix this dissapointing drops and the new Borderlands 3 It cant be fine to farm bosses on Mayhem 10 to get 1 legendary drop while anywhere else i get 6-10 drops.. Really sucks...
